-75.34400       4.89450        6.62    8
-75.32684       4.89033        0.66    7
-75.31767       4.88833        1.51    5
-75.36066       4.89050        5.50    9
-75.31067       4.87283        4.54    9
-75.33050       4.85683        3.44    13
-75.52783       4.87683        8.56    12
-75.32150       4.89700        1.64    12
-75.32250       4.89417        0.49    9
-75.32233       4.89683        1.40    10
-75.31216       4.88217        3.33    10
-75.31734       4.89583        1.69    8
-75.33183       4.86750        3.61    8
-75.33150       4.86383        4.42    8
-75.33117       4.87000        2.70    11
-75.32584       4.87250        3.86    14
-75.32200       4.89617        1.37    8
-75.32850       4.88650        3.24    11
-75.31216       4.88100        3.72    9
-75.34534       4.94950        9.45    13
-75.34233       4.94517        7.33    12
-75.34666       4.94467        7.25    12
-75.34800       4.94683        7.21    13
-75.34350       4.94450        5.23    8
-75.34566       4.94567        6.04    12
-75.34467       4.94450        6.86    10
-75.34350       4.94250        7.69    12
-75.34883       4.94167        5.89    9
-75.34617       4.94600        7.59    13
-75.32467       4.96217        4.95    12
-75.34233       4.94767        5.88    10
-75.33984       4.95183        4.00    11
-75.33817       4.95250        4.00    10
-75.34566       4.94467        7.95    11
-75.34150       4.94867        4.00    11
-75.34084       4.95033        4.00    11
-75.34300       4.94467        7.78    12
-75.34367       4.94450        8.25    14
-75.34067       4.94467        7.51    11
-75.34367       4.94767        8.06    12
-75.34150       4.94883        4.00    11
-75.33733       4.95150        2.64    8
-75.37267       4.90650        14.00   10
-75.34283       4.94517        8.79    12
-75.34283       4.94533        5.54    9
-75.33683       4.94967        7.68    14
-75.34433       4.94483        7.14    13
-75.40067       4.94467        0.00    6
-75.34283       4.94500        8.53    14
-75.34150       4.94767        6.14    11
-75.34583       4.94300        7.16    12
-75.34184       4.94850        4.00    12
-75.34016       4.94983        4.77    10
-75.34150       4.95267        5.62    10
-75.33633       4.95667        4.00    6
-75.34283       4.94350        8.68    11
-75.34450       4.94483        5.67    11
-75.34383       4.94550        9.47    11
-75.34067       4.94983        5.72    9
-75.34067       4.95200        5.06    12
-75.33933       4.95083        7.71    13
-75.34450       4.94350        8.66    12
-75.34634       4.94017        9.12    12
-75.34350       4.94700        7.00    8
-75.34267       4.94400        8.68    13
-75.33933       4.94933        8.01    10
-75.34367       4.94567        7.22    8
-75.34184       4.95000        6.53    10
-75.37283       4.90600        14.00   9
-75.34317       4.94467        7.80    12
-75.34267       4.94717        8.75    7
-75.34700       4.93867        8.91    10
-75.33767       4.94950        7.45    11
-75.34483       4.94533        8.61    10
-75.34216       4.94767        6.16    9
-75.34967       4.94467        7.06    11
-75.34617       4.94583        6.11    10
-75.34067       4.94700        8.16    11
-75.34350       4.94367        8.52    10
-75.33867       4.94933        7.52    12
-75.34650       4.94983        7.74    13
-75.26750       4.86517        6.95    10
-75.26750       4.86517        6.95    10
-75.34866       4.94167        5.50    14
-75.34866       4.94117        5.83    14
-75.30867       4.87217        3.59    9
-75.32250       4.89767        0.52    9
-75.32034       4.89483        0.34    10
-75.33250       4.86467        3.95    10
-75.31200       4.87333        3.39    10
-75.31116       4.90100        3.13    12
-75.31100       4.88383        1.37    10
-75.32600       4.89000        1.80    9
-75.32616       4.89317        1.55    9
-75.32283       4.89450        0.48    11
-75.32250       4.89583        0.30    9
-75.33067       4.95817        6.54    10
-75.33083       4.95850        6.42    10
-75.32816       4.96467        4.00    7
-75.32983       4.95900        5.91    11
-75.32917       4.96000        6.10    11
-75.32784       4.96267        6.47    10
-75.32667       4.96317        4.00    10
-75.33150       4.95583        8.15    11
-75.33150       4.95633        6.71    13
-75.32367       4.89700        1.00    9
-75.32633       4.96517        4.00    10
-75.33033       4.95683        5.78    11
-75.32883       4.95950        6.56    11
-75.32733       4.95917        7.45    10
-75.32933       4.96117        5.80    7
-75.33083       4.96133        6.80    11
-75.32650       4.96717        4.00    11
