           4   5.00000007E-02
   6.75000000       4.00000000               0
   6.84999990       0.00000000               0
   6.84999990      0.489999682             925
   6.84999990      0.609999597             926
   6.84999990      0.939999282             927
   6.84999990       1.44999886             928
   6.84999990       4.00000000               0
   6.95000029       0.00000000               0
   6.95000029      0.574999630             929
   6.95000029      0.704999506             930
   6.95000029      0.929999292             931
   6.95000029       1.46499884             932
   6.95000029       4.00000000               0
   7.05000019       0.00000000               0
   7.05000019      0.579999626             933
   7.05000019      0.704999506             934
   7.05000019      0.829999387             935
   7.05000019       1.31499898             936
   7.05000019       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010      0.549999654             937
   7.15000010      0.684999526             938
   7.15000010      0.804999411             939
   7.15000010      0.964999259             940
   7.15000010       1.34499896             941
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000      0.454999715             942
   7.25000000      0.584999621             943
   7.25000000      0.734999478             944
   7.25000000      0.854999363             945
   7.25000000      0.969999254             946
   7.25000000       1.26499903             947
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.419999748             948
   7.34999990      0.529999673             949
   7.34999990      0.649999559             950
   7.34999990      0.839999378             951
   7.34999990      0.954999268             952
   7.34999990       1.08999920             953
   7.34999990       1.34499896             954
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029      0.409999758             955
   7.45000029      0.524999678             956
   7.45000029      0.704999506             957
   7.45000029      0.964999259             958
   7.45000029       1.08499920             959
   7.45000029       1.27499902             960
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.424999744             961
   7.55000019      0.599999607             962
   7.55000019       1.03499925             963
   7.55000019       1.17499912             964
   7.55000019       1.32499897             965
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010       1.03999925             966
   7.65000010       1.17499912             967
   7.65000010       1.30999899             968
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000      0.454999715             969
   7.75000000      0.594999611             970
   7.75000000       1.11999917             971
   7.75000000       1.25499904             972
   7.75000000       1.38999891             973
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990      0.404999763             974
   7.84999990      0.514999688             975
   7.84999990      0.654999554             976
   7.84999990       1.13499916             977
   7.84999990       1.26999903             978
   7.84999990       1.42999887             979
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029      0.309999853             980
   7.95000029      0.479999691             981
   7.95000029      0.604999602             982
   7.95000029      0.754999459             983
   7.95000029       1.13999915             984
   7.95000029       1.26999903             985
   7.95000029       1.39499891             986
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.369999796             987
   8.05000019      0.509999692             988
   8.05000019      0.629999578             989
   8.05000019      0.744999468             990
   8.05000019      0.879999340             991
   8.05000019       1.19999909             992
   8.05000019       1.33999896             993
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.549999654             994
   8.15000057      0.674999535             995
   8.15000057      0.794999421             996
   8.15000057      0.979999244             997
   8.15000057       1.23999906             998
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.729999483             999
   8.25000000      0.859999359            1000
   8.25000000      0.994999230            1001
   8.25000000       1.22999907            1002
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.779999435            1003
   8.35000038      0.914999306            1004
   8.35000038       1.09499919            1005
   8.35000038       1.24499905            1006
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.834999382            1007
   8.44999981      0.969999254            1008
   8.44999981       1.16499913            1009
   8.44999981       1.36999893            1010
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019      0.919999301            1011
   8.55000019       1.05999923            1012
   8.55000019       1.26999903            1013
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057      0.969999254            1014
   8.65000057       1.19499910            1015
   8.65000057       1.44999886            1016
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000      0.959999263            1017
   8.75000000       1.14499915            1018
   8.75000000       1.34499896            1019
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038      0.884999335            1020
   8.85000038       1.09499919            1021
   8.85000038       1.26999903            1022
   8.85000038       1.55999875            1023
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981      0.759999454            1024
   8.94999981       1.07499921            1025
   8.94999981       1.23499906            1026
   8.94999981       1.36499894            1027
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019      0.634999573            1028
   9.05000019      0.849999368            1029
   9.05000019       1.05499923            1030
   9.05000019       1.20999908            1031
   9.05000019       1.32999897            1032
   9.05000019       1.46999884            1033
   9.05000019       4.00000000               0
   9.15000057       0.00000000               0
   9.15000057      0.444999725            1034
   9.15000057      0.574999630            1035
   9.15000057      0.894999325            1036
   9.15000057       1.05999923            1037
   9.15000057       1.21499908            1038
   9.15000057       1.33499897            1039
   9.15000057       1.46499884            1040
   9.15000057       4.00000000               0
   9.25000000       0.00000000               0
   9.25000000      0.219999924            1041
   9.25000000      0.334999830            1042
   9.25000000      0.464999706            1043
   9.25000000      0.834999382            1044
   9.25000000      0.969999254            1045
   9.25000000       1.11499918            1046
   9.25000000       1.30999899            1047
   9.25000000       1.43999887            1048
   9.25000000       1.70499861            1049
   9.25000000       4.00000000               0
   9.35000038       0.00000000               0
   9.35000038      0.100000009            1050
   9.35000038      0.204999939            1051
   9.35000038      0.344999820            1052
   9.35000038      0.509999692            1053
   9.35000038      0.679999530            1054
   9.35000038      0.874999344            1055
   9.35000038       1.00999928            1056
   9.35000038       1.13999915            1057
   9.35000038       1.30499899            1058
   9.35000038       1.43499887            1059
   9.35000038       1.65999866            1060
   9.35000038       4.00000000               0
   9.44999981       0.00000000               0
   9.44999981      0.100000009            1061
   9.44999981      0.209999934            1062
   9.44999981      0.324999839            1063
   9.44999981      0.444999725            1064
   9.44999981      0.579999626            1065
   9.44999981      0.724999487            1066
   9.44999981      0.894999325            1067
   9.44999981       1.04999924            1068
   9.44999981       1.19499910            1069
   9.44999981       1.32499897            1070
   9.44999981       1.45499885            1071
   9.44999981       1.59999871            1072
   9.44999981       4.00000000               0
   9.55000019       0.00000000               0
   9.55000019      0.509999692            1073
   9.55000019      0.649999559            1074
   9.55000019      0.799999416            1075
   9.55000019      0.964999259            1076
   9.55000019       1.11999917            1077
   9.55000019       1.25999904            1078
   9.55000019       1.40999889            1079
   9.55000019       1.56499875            1080
   9.55000019       1.75999856            1081
   9.55000019       4.00000000               0
   9.65000057       0.00000000               0
   9.65000057      0.774999440            1082
   9.65000057       1.00499928            1083
   9.65000057       1.16999912            1084
   9.65000057       1.31999898            1085
   9.65000057       1.47999883            1086
   9.65000057       1.64999866            1087
   9.65000057       1.87999845            1088
   9.65000057       4.00000000               0
   9.75000000       0.00000000               0
   9.75000000      0.749999464            1089
   9.75000000      0.999999225            1090
   9.75000000       1.22499907            1091
   9.75000000       1.40999889            1092
   9.75000000       1.62999868            1093
   9.75000000       4.00000000               0
   9.85000038       0.00000000               0
   9.85000038       1.12999916            1094
   9.85000038       1.55499876            1095
   9.85000038       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
         310   4.05000019    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.55000019       0.00000000               0
   5.55000019       1.57999873            1096
   5.55000019       4.00000000               0
   5.65000010       0.00000000               0
   5.65000010       1.23499906            1097
   5.65000010       4.00000000               0
   5.75000000       0.00000000               0
   5.75000000       1.19499910            1098
   5.75000000       4.00000000               0
   5.84999990       0.00000000               0
   5.84999990       1.19499910            1099
   5.84999990       4.00000000               0
   5.95000029       0.00000000               0
   5.95000029       1.08499920            1100
   5.95000029       4.00000000               0
   6.05000019       0.00000000               0
   6.05000019       1.02499926            1101
   6.05000019       4.00000000               0
   6.15000010       0.00000000               0
   6.15000010      0.829999387            1102
   6.15000010       1.23499906            1103
   6.15000010       4.00000000               0
   6.25000000       0.00000000               0
   6.25000000      0.699999511            1104
   6.25000000       1.05499923            1105
   6.25000000       1.57499874            1106
   6.25000000       4.00000000               0
   6.34999990       0.00000000               0
   6.34999990      0.469999701            1107
   6.34999990      0.599999607            1108
   6.34999990      0.914999306            1109
   6.34999990       1.51999879            1110
   6.34999990       4.00000000               0
   6.45000029       0.00000000               0
   6.45000029      0.404999763            1111
   6.45000029      0.524999678            1112
   6.45000029      0.864999354            1113
   6.45000029       1.47499883            1114
   6.45000029       4.00000000               0
   6.55000019       0.00000000               0
   6.55000019      0.319999844            1115
   6.55000019      0.444999725            1116
   6.55000019      0.899999321            1117
   6.55000019       1.42499888            1118
   6.55000019       4.00000000               0
   6.65000010       0.00000000               0
   6.65000010      0.344999820            1119
   6.65000010      0.914999306            1120
   6.65000010       1.32999897            1121
   6.65000010       4.00000000               0
   6.75000000       0.00000000               0
   6.75000000      0.589999616            1122
   6.75000000      0.714999497            1123
   6.75000000       1.05499923            1124
   6.75000000       1.43499887            1125
   6.75000000       4.00000000               0
   6.84999990       0.00000000               0
   6.84999990      0.569999635            1126
   6.84999990      0.684999526            1127
   6.84999990      0.794999421            1128
   6.84999990       1.08499920            1129
   6.84999990       1.41999888            1130
   6.84999990       4.00000000               0
   6.95000029       0.00000000               0
   6.95000029      0.624999583            1131
   6.95000029      0.744999468            1132
   6.95000029      0.879999340            1133
   6.95000029       1.15499914            1134
   6.95000029       1.43999887            1135
   6.95000029       4.00000000               0
   7.05000019       0.00000000               0
   7.05000019      0.554999650            1136
   7.05000019      0.704999506            1137
   7.05000019      0.839999378            1138
   7.05000019       1.13999915            1139
   7.05000019       1.42499888            1140
   7.05000019       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010      0.514999688            1141
   7.15000010      0.639999568            1142
   7.15000010      0.769999444            1143
   7.15000010      0.899999321            1144
   7.15000010       1.20999908            1145
   7.15000010       1.38999891            1146
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000      0.504999697            1147
   7.25000000      0.614999592            1148
   7.25000000      0.734999478            1149
   7.25000000      0.864999354            1150
   7.25000000      0.989999235            1151
   7.25000000       1.23499906            1152
   7.25000000       1.38499892            1153
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.514999688            1154
   7.34999990      0.629999578            1155
   7.34999990      0.774999440            1156
   7.34999990      0.909999311            1157
   7.34999990       1.03499925            1158
   7.34999990       1.22999907            1159
   7.34999990       1.36499894            1160
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029      0.549999654            1161
   7.45000029      0.759999454            1162
   7.45000029      0.939999282            1163
   7.45000029       1.05499923            1164
   7.45000029       1.19499910            1165
   7.45000029       1.32499897            1166
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.944999278            1167
   7.55000019       1.06499922            1168
   7.55000019       1.19499910            1169
   7.55000019       1.32499897            1170
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010       1.03999925            1171
   7.65000010       1.15999913            1172
   7.65000010       1.28999901            1173
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000      0.644999564            1174
   7.75000000       1.09499919            1175
   7.75000000       1.22499907            1176
   7.75000000       1.34499896            1177
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990      0.509999692            1178
   7.84999990      0.619999588            1179
   7.84999990      0.739999473            1180
   7.84999990       1.12999916            1181
   7.84999990       1.24999905            1182
   7.84999990       1.36499894            1183
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029      0.529999673            1184
   7.95000029      0.654999554            1185
   7.95000029      0.794999421            1186
   7.95000029       1.16999912            1187
   7.95000029       1.28999901            1188
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.434999734            1189
   8.05000019      0.614999592            1190
   8.05000019      0.744999468            1191
   8.05000019      0.879999340            1192
   8.05000019       1.16999912            1193
   8.05000019       1.29499900            1194
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.459999710            1195
   8.15000057      0.644999564            1196
   8.15000057      0.774999440            1197
   8.15000057      0.899999321            1198
   8.15000057       1.14999914            1199
   8.15000057       1.27499902            1200
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.669999540            1201
   8.25000000      0.814999402            1202
   8.25000000      0.939999282            1203
   8.25000000       1.06999922            1204
   8.25000000       1.20999908            1205
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.804999411            1206
   8.35000038      0.974999249            1207
   8.35000038       1.10499918            1208
   8.35000038       1.23499906            1209
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.939999282            1210
   8.44999981       1.07499921            1211
   8.44999981       1.19999909            1212
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019      0.934999287            1213
   8.55000019       1.05499923            1214
   8.55000019       1.19999909            1215
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057      0.914999306            1216
   8.65000057       1.03499925            1217
   8.65000057       1.16999912            1218
   8.65000057       1.49499881            1219
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000      0.829999387            1220
   8.75000000      0.949999273            1221
   8.75000000       1.10499918            1222
   8.75000000       1.26499903            1223
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038      0.734999478            1224
   8.85000038      0.849999368            1225
   8.85000038      0.999999225            1226
   8.85000038       1.16999912            1227
   8.85000038       1.52999878            1228
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981      0.664999545            1229
   8.94999981      0.774999440            1230
   8.94999981      0.894999325            1231
   8.94999981       1.11999917            1232
   8.94999981       1.29999900            1233
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019      0.534999669            1234
   9.05000019      0.639999568            1235
   9.05000019      0.754999459            1236
   9.05000019       1.00999928            1237
   9.05000019       1.20499909            1238
   9.05000019       1.44999886            1239
   9.05000019       1.79499853            1240
   9.05000019       4.00000000               0
   9.15000057       0.00000000               0
   9.15000057      0.409999758            1241
   9.15000057      0.514999688            1242
   9.15000057      0.674999535            1243
   9.15000057      0.984999239            1244
   9.15000057       1.13999915            1245
   9.15000057       1.27999902            1246
   9.15000057       1.49999881            1247
   9.15000057       1.80499852            1248
   9.15000057       4.00000000               0
   9.25000000       0.00000000               0
   9.25000000      0.239999905            1249
   9.25000000      0.344999820            1250
   9.25000000      0.449999720            1251
   9.25000000      0.599999607            1252
   9.25000000      0.759999454            1253
   9.25000000      0.924999297            1254
   9.25000000       1.05999923            1255
   9.25000000       1.18999910            1256
   9.25000000       1.32499897            1257
   9.25000000       1.46999884            1258
   9.25000000       1.67499864            1259
   9.25000000       4.00000000               0
   9.35000038       0.00000000               0
   9.35000038      0.100000009            1260
   9.35000038      0.204999939            1261
   9.35000038      0.309999853            1262
   9.35000038      0.419999748            1263
   9.35000038      0.534999669            1264
   9.35000038      0.654999554            1265
   9.35000038      0.794999421            1266
   9.35000038      0.934999287            1267
   9.35000038       1.08499920            1268
   9.35000038       1.21499908            1269
   9.35000038       1.33499897            1270
   9.35000038       1.45499885            1271
   9.35000038       1.60999870            1272
   9.35000038       4.00000000               0
   9.44999981       0.00000000               0
   9.44999981      0.125000015            1273
   9.44999981      0.239999905            1274
   9.44999981      0.354999810            1275
   9.44999981      0.474999696            1276
   9.44999981      0.594999611            1277
   9.44999981      0.729999483            1278
   9.44999981      0.874999344            1279
   9.44999981       1.01499927            1280
   9.44999981       1.15499914            1281
   9.44999981       1.28499901            1282
   9.44999981       1.41499889            1283
   9.44999981       1.56499875            1284
   9.44999981       1.75499856            1285
   9.44999981       4.00000000               0
   9.55000019       0.00000000               0
   9.55000019      0.534999669            1286
   9.55000019      0.714999497            1287
   9.55000019      0.874999344            1288
   9.55000019       1.02499926            1289
   9.55000019       1.16499913            1290
   9.55000019       1.31999898            1291
   9.55000019       1.45499885            1292
   9.55000019       1.60999870            1293
   9.55000019       4.00000000               0
   9.65000057       0.00000000               0
   9.65000057      0.579999626            1294
   9.65000057      0.884999335            1295
   9.65000057       1.05499923            1296
   9.65000057       1.21499908            1297
   9.65000057       1.35999894            1298
   9.65000057       1.50499880            1299
   9.65000057       1.67499864            1300
   9.65000057       4.00000000               0
   9.75000000       0.00000000               0
   9.75000000      0.569999635            1301
   9.75000000      0.779999435            1302
   9.75000000      0.974999249            1303
   9.75000000       1.16999912            1304
   9.75000000       1.34499896            1305
   9.75000000       1.57499874            1306
   9.75000000       1.85499847            1307
   9.75000000       4.00000000               0
   9.85000038       0.00000000               0
   9.85000038      0.964999259            1308
   9.85000038       1.35999894            1309
   9.85000038       1.76499856            1310
   9.85000038       4.00000000               0
   9.94999981       0.00000000               0
   9.94999981       1.54999876            1311
   9.94999981       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
         314   4.15000010    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.65000010       0.00000000               0
   5.65000010       1.54999876            1312
   5.65000010       4.00000000               0
   5.75000000       0.00000000               0
   5.75000000       1.34499896            1313
   5.75000000       4.00000000               0
   5.84999990       0.00000000               0
   5.84999990      0.959999263            1314
   5.84999990       1.39499891            1315
   5.84999990       4.00000000               0
   5.95000029       0.00000000               0
   5.95000029      0.984999239            1316
   5.95000029       1.48499882            1317
   5.95000029       4.00000000               0
   6.05000019       0.00000000               0
   6.05000019      0.924999297            1318
   6.05000019       1.26999903            1319
   6.05000019       4.00000000               0
   6.15000010       0.00000000               0
   6.15000010      0.779999435            1320
   6.15000010       1.18499911            1321
   6.15000010       4.00000000               0
   6.25000000       0.00000000               0
   6.25000000      0.619999588            1322
   6.25000000      0.839999378            1323
   6.25000000       1.26499903            1324
   6.25000000       4.00000000               0
   6.34999990       0.00000000               0
   6.34999990      0.504999697            1325
   6.34999990      0.629999578            1326
   6.34999990      0.834999382            1327
   6.34999990       1.13499916            1328
   6.34999990       1.51499879            1329
   6.34999990       4.00000000               0
   6.45000029       0.00000000               0
   6.45000029      0.419999748            1330
   6.45000029      0.534999669            1331
   6.45000029      0.789999425            1332
   6.45000029       1.16999912            1333
   6.45000029       1.46999884            1334
   6.45000029       4.00000000               0
   6.55000019       0.00000000               0
   6.55000019      0.404999763            1335
   6.55000019      0.574999630            1336
   6.55000019       1.10499918            1337
   6.55000019       1.36999893            1338
   6.55000019       4.00000000               0
   6.65000010       0.00000000               0
   6.65000010      0.419999748            1339
   6.65000010      0.939999282            1340
   6.65000010       1.27999902            1341
   6.65000010       2.39000726            1342
   6.65000010       4.00000000               0
   6.75000000       0.00000000               0
   6.75000000      0.659999549            1343
   6.75000000      0.784999430            1344
   6.75000000       1.07999921            1345
   6.75000000       1.32999897            1346
   6.75000000       4.00000000               0
   6.84999990       0.00000000               0
   6.84999990      0.599999607            1347
   6.84999990      0.714999497            1348
   6.84999990      0.834999382            1349
   6.84999990       1.11999917            1350
   6.84999990       1.39999890            1351
   6.84999990       4.00000000               0
   6.95000029       0.00000000               0
   6.95000029      0.564999640            1352
   6.95000029      0.709999502            1353
   6.95000029      0.824999392            1354
   6.95000029      0.989999235            1355
   6.95000029       1.30999899            1356
   6.95000029       4.00000000               0
   7.05000019       0.00000000               0
   7.05000019      0.549999654            1357
   7.05000019      0.689999521            1358
   7.05000019      0.809999406            1359
   7.05000019      0.949999273            1360
   7.05000019       1.21999907            1361
   7.05000019       1.39499891            1362
   7.05000019       4.00000000               0
   7.15000010       0.00000000               0
   7.15000010      0.559999645            1363
   7.15000010      0.684999526            1364
   7.15000010      0.799999416            1365
   7.15000010      0.949999273            1366
   7.15000010       1.15499914            1367
   7.15000010       1.31499898            1368
   7.15000010       1.94999838            1369
   7.15000010       4.00000000               0
   7.25000000       0.00000000               0
   7.25000000      0.614999592            1370
   7.25000000      0.744999468            1371
   7.25000000      0.914999306            1372
   7.25000000       1.06499922            1373
   7.25000000       1.22999907            1374
   7.25000000       1.37499893            1375
   7.25000000       4.00000000               0
   7.34999990       0.00000000               0
   7.34999990      0.679999530            1376
   7.34999990      0.859999359            1377
   7.34999990       1.01499927            1378
   7.34999990       1.19999909            1379
   7.34999990       1.32999897            1380
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029      0.829999387            1381
   7.45000029       1.00999928            1382
   7.45000029       1.14499915            1383
   7.45000029       1.28499901            1384
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.874999344            1385
   7.55000019       1.02999926            1386
   7.55000019       1.15999913            1387
   7.55000019       1.29499900            1388
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010      0.959999263            1389
   7.65000010       1.10499918            1390
   7.65000010       1.23499906            1391
   7.65000010       1.35499895            1392
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000      0.734999478            1393
   7.75000000      0.969999254            1394
   7.75000000       1.12499917            1395
   7.75000000       1.24999905            1396
   7.75000000       1.36999893            1397
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990      0.564999640            1398
   7.84999990      0.689999521            1399
   7.84999990      0.804999411            1400
   7.84999990       1.11499918            1401
   7.84999990       1.23499906            1402
   7.84999990       1.35999894            1403
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029      0.634999573            1404
   7.95000029      0.769999444            1405
   7.95000029       1.10999918            1406
   7.95000029       1.22999907            1407
   7.95000029       1.36499894            1408
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.684999526            1409
   8.05000019      0.824999392            1410
   8.05000019       1.04499924            1411
   8.05000019       1.20499909            1412
   8.05000019       1.34499896            1413
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057      0.539999664            1414
   8.15000057      0.759999454            1415
   8.15000057      0.919999301            1416
   8.15000057       1.06999922            1417
   8.15000057       1.20499909            1418
   8.15000057       1.37999892            1419
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000      0.579999626            1420
   8.25000000      0.769999444            1421
   8.25000000      0.929999292            1422
   8.25000000       1.05499923            1423
   8.25000000       1.18499911            1424
   8.25000000       1.37999892            1425
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038      0.729999483            1426
   8.35000038      0.904999316            1427
   8.35000038       1.02999926            1428
   8.35000038       1.14499915            1429
   8.35000038       1.26999903            1430
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981      0.869999349            1431
   8.44999981       1.00499928            1432
   8.44999981       1.11999917            1433
   8.44999981       1.24999905            1434
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019      0.924999297            1435
   8.55000019       1.03999925            1436
   8.55000019       1.17499912            1437
   8.55000019       1.29999900            1438
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057      0.894999325            1439
   8.65000057       1.00999928            1440
   8.65000057       1.18499911            1441
   8.65000057       1.33999896            1442
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000      0.814999402            1443
   8.75000000      0.924999297            1444
   8.75000000       1.05999923            1445
   8.75000000       1.20499909            1446
   8.75000000       1.41499889            1447
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038      0.804999411            1448
   8.85000038      0.919999301            1449
   8.85000038       1.10999918            1450
   8.85000038       1.22999907            1451
   8.85000038       1.38999891            1452
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981      0.709999502            1453
   8.94999981      0.819999397            1454
   8.94999981       1.04999924            1455
   8.94999981       1.19999909            1456
   8.94999981       1.35499895            1457
   8.94999981       1.56499875            1458
   8.94999981       4.00000000               0
   9.05000019       0.00000000               0
   9.05000019      0.614999592            1459
   9.05000019      0.729999483            1460
   9.05000019      0.974999249            1461
   9.05000019       1.14999914            1462
   9.05000019       1.27999902            1463
   9.05000019       1.48499882            1464
   9.05000019       1.69999862            1465
   9.05000019       4.00000000               0
   9.15000057       0.00000000               0
   9.15000057      0.504999697            1466
   9.15000057      0.624999583            1467
   9.15000057      0.844999373            1468
   9.15000057       1.00499928            1469
   9.15000057       1.15999913            1470
   9.15000057       1.27999902            1471
   9.15000057       1.49999881            1472
   9.15000057       1.77499855            1473
   9.15000057       4.00000000               0
   9.25000000       0.00000000               0
   9.25000000      0.244999900            1474
   9.25000000      0.369999796            1475
   9.25000000      0.479999691            1476
   9.25000000      0.599999607            1477
   9.25000000      0.724999487            1478
   9.25000000      0.854999363            1479
   9.25000000      0.994999230            1480
   9.25000000       1.13999915            1481
   9.25000000       1.26499903            1482
   9.25000000       1.43499887            1483
   9.25000000       1.64499867            1484
   9.25000000       4.00000000               0
   9.35000038       0.00000000               0
   9.35000038      0.249999896            1485
   9.35000038      0.354999810            1486
   9.35000038      0.464999706            1487
   9.35000038      0.579999626            1488
   9.35000038      0.699999511            1489
   9.35000038      0.829999387            1490
   9.35000038      0.959999263            1491
   9.35000038       1.09999919            1492
   9.35000038       1.23999906            1493
   9.35000038       1.38499892            1494
   9.35000038       1.51999879            1495
   9.35000038       1.69499862            1496
   9.35000038       4.00000000               0
   9.44999981       0.00000000               0
   9.44999981      0.339999825            1497
   9.44999981      0.464999706            1498
   9.44999981      0.589999616            1499
   9.44999981      0.724999487            1500
   9.44999981      0.879999340            1501
   9.44999981       1.02999926            1502
   9.44999981       1.15999913            1503
   9.44999981       1.28499901            1504
   9.44999981       1.41499889            1505
   9.44999981       1.57999873            1506
   9.44999981       1.76499856            1507
   9.44999981       4.00000000               0
   9.55000019       0.00000000               0
   9.55000019      0.484999686            1508
   9.55000019      0.799999416            1509
   9.55000019      0.984999239            1510
   9.55000019       1.12499917            1511
   9.55000019       1.25499904            1512
   9.55000019       1.38999891            1513
   9.55000019       1.53499877            1514
   9.55000019       1.75499856            1515
   9.55000019       4.00000000               0
   9.65000057       0.00000000               0
   9.65000057      0.429999739            1516
   9.65000057      0.654999554            1517
   9.65000057      0.819999397            1518
   9.65000057      0.994999230            1519
   9.65000057       1.14999914            1520
   9.65000057       1.30499899            1521
   9.65000057       1.46999884            1522
   9.65000057       1.66499865            1523
   9.65000057       4.00000000               0
   9.75000000       0.00000000               0
   9.75000000      0.424999744            1524
   9.75000000      0.584999621            1525
   9.75000000      0.729999483            1526
   9.75000000      0.889999330            1527
   9.75000000       1.06499922            1528
   9.75000000       1.24499905            1529
   9.75000000       1.47999883            1530
   9.75000000       4.00000000               0
   9.85000038       0.00000000               0
   9.85000038      0.859999359            1531
   9.85000038       1.32999897            1532
   9.85000038       4.00000000               0
   9.94999981       0.00000000               0
   9.94999981       1.37999892            1533
   9.94999981       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
         322   4.25000000    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   5.75000000       0.00000000               0
   5.75000000       1.56999874            1534
   5.75000000       4.00000000               0
   5.84999990       0.00000000               0
   5.84999990       1.14999914            1535
   5.84999990       4.00000000               0
   5.95000029       0.00000000               0
   5.95000029      0.959999263            1536
   5.95000029       1.49999881            1537
   5.95000029       4.00000000               0
   6.05000019       0.00000000               0
   6.05000019      0.849999368            1538
   6.05000019       1.18499911            1539
   6.05000019       4.00000000               0
   6.15000010       0.00000000               0
   6.15000010      0.699999511            1540
   6.15000010      0.929999292            1541
   6.15000010       1.28499901            1542
   6.15000010       4.00000000               0
   6.25000000       0.00000000               0
   6.25000000      0.574999630            1543
   6.25000000      0.704999506            1544
   6.25000000      0.939999282            1545
   6.25000000       1.17999911            1546
   6.25000000       1.86499846            1547
   6.25000000       4.00000000               0
   6.34999990       0.00000000               0
   6.34999990      0.509999692            1548
   6.34999990      0.629999578            1549
   6.34999990      0.814999402            1550
