           4   5.00000007E-02
   7.84999990       0.00000000               0
   7.84999990      0.239999905             377
   7.84999990       1.13499916             378
   7.84999990       1.34499896             379
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029      0.319999844             380
   7.95000029       1.17499912             381
   7.95000029       1.38499892             382
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.489999682             383
   8.05000019       1.21999907             384
   8.05000019       4.00000000               0
   8.15000057       0.00000000               0
   8.15000057       1.01999927             385
   8.15000057       1.22999907             386
   8.15000057       4.00000000               0
   8.25000000       0.00000000               0
   8.25000000       1.13499916             387
   8.25000000       1.25499904             388
   8.25000000       4.00000000               0
   8.35000038       0.00000000               0
   8.35000038       1.06499922             389
   8.35000038       1.19499910             390
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981       1.06999922             391
   8.44999981       1.19499910             392
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019       1.04499924             393
   8.55000019       1.15999913             394
